Адрес на 30.08.2021;Широта;Долгота;;;
съезд с ул.Мосфильмовская на проспект Генерала Дорохова, МГО №174, из центра, г. Москва;55.704767;37.483568;;;
"Варшавское ш., ООТ ""Варшавское шоссе - МКАД"", из центра, г. Москва";55.574499;37.596803;;;
ТТК, внешняя сторона, напротив д.10 по Пресненской набережной, г. Москва;55.745679;37.533083;;;
МКАД 65 км, внешняя сторона, д.1, с.63, г. Москва;55.806994;37.387138;;;
"МКАД 88 км, внешняя сторона, 930 м после ООТ ""10-й квартал Медведкова"", г. Москва";55.897853;37.64156;;;
"МКАД 89 км, внешняя сторона, ООТ ""10-й квартал Медведкова"", г. Москва";55.89625;37.656823;;;
"МКАД 100 км, внешняя сторона, 2 км 700 м после ООТ ""Абрамцево"", г. Москва";55.84656;37.796193;;;
"ул.Генерала Дорохова, ООТ ""Улица Генерала Дорохова"", в центр, г. Москва";55.689515;37.440823;;;
ул.Генерала Дорохова, д.16, с.74, г. Москва;55.689678;37.44054;;;
"МКАД 87 км, внешняя сторона, 100 метров до ООТ ""8-й микрорайон Бибирева"", г. Москва";55.902436;37.615742;;;
Волоколамское ш., д.146, с.3, г. Москва;55.825919;37.364576;;;
Звенигородское ш., д.27, с.6 по 1-му Силикатному проезду, на эстакаде, г. Москва;55.769957;37.509492;;;
Волоколамское ш., напротив д.142, с.1, г. Москва;55.828501;37.369573;;;
Волоколамское ш., напротив д.30, в центр, г. Москва;55.812126;37.478162;;;
Рязанский просп., вл.2, г. Москва;55.730163;37.743679;;;
Ленинградское ш., д.261, с.1, г. Москва;55.945199;37.357862;;;
МКАД 30 км, внешняя сторона, напротив д.17, к.3, по Востряковскому проезду, г. Москва;55.573071;37.645818;;;
МКАД 10 км, внешняя сторона, МГО № 008, г. Москва;55.692997;37.82968;;;
"Варшавское ш., ООТ ""Щербинка"", из центра, г. Москва";55.517883;37.57652;;;
ул.Миклухо-Маклая, д.3, г. Москва;55.654201;37.499031;;;
Ленинский просп., д.10, к.2, г. Москва;55.720162;37.598196;;;
Кутузовский просп., д.8, г. Москва;55.748695;37.559758;;;
Волгоградский просп., д.28, с.1, г. Москва;55.726769;37.682913;;;
МКАД 105 км, внешняя сторона, 150 м до съезда 105В, г. Москва;55.808752;37.839548;;;
"Киевское ш., ООТ ""Соколово"", в центр, Марушкинское п-е, г. Москва";55.565136;37.179543;;;
"Киевское ш., ООТ ""Соколово"", из центра, Марушкинское п-е, г. Москва";55.564976;37.178846;;;
Дмитровское ш., д.35Г по ул.Яблочкова, г. Москва;55.824684;37.57314;;;
"Киевское ш., ООТ ""Поселок Дружба"", в центр, Марушкинское п-е, г. Москва";55.553435;37.138892;;;
"Киевское ш., ООТ ""Поселок Дружба"", из центра, Марушкинское п-е, г. Москва";55.553301;37.138183;;;
Дмитровское ш., д.133, с.2, г. Москва;55.889733;37.542607;;;
Дмитровское ш., д.86, к.6, г. Москва;55.870249;37.547913;;;
Комсомольская пл., д.2А, из центра, г. Москва;55.775364;37.65716;;;
ул.Вавилова, д.14, г. Москва;55.704347;37.583701;;;
ул.Вавилова, д.20, г. Москва;55.703295;37.581741;;;
ул.Новослободская, д.67/69, г. Москва;55.789358;37.591105;;;
Боровское ш., д.13А, с.1, в центр, г. Москва;55.65179;37.38108;;;
Энтузиастов ш., напротив д.74/2, в центр, г. Москва;55.76422;37.78192;;;
Серебряническая наб., д.29, г. Москва;55.750044;37.654219;;;
ул.Якиманка Б., д.58/2, г. Москва;55.730479;37.611878;;;
"Киевское ш., 940 метров до ООТ ""Саларьево"", в центр, Московский п-е, г. Москва";55.622586;37.406843;;;
ул.Новослободская, д.47, г. Москва;55.786119;37.594468;;;
"Калужское ш., 870 метров после ООТ ""Ракитки"", из центра, Десеновское п-е, г. Москва";55.531307;37.389561;;;
ул.Новощукинская, д.79, к.1 по ул.Авиационная, г. Москва;55.805517;37.449566;;;
Хорошевский мост, д.61 по проспекту Маршала Жукова, г. Москва;55.779582;37.448511;;;
дублер Можайского ш., 120 метров после МКАД, из центра, г. Москва;55.713569;37.383677;;;
ул.Бутырская, д.76, с.1, г. Москва;55.804208;37.582881;;;
"МКАД 93 км, внутренняя сторона, ООТ ""Поворот на Мытищи"", г. Москва";55.89043;37.709746;;;
Остафьевское ш., напротив д.26 по ул.Барышевская Роща, г. Щербинка, г. Москва;55.506768;37.538397;;;
"а/д ""Калужское ш.-д.Яковлево"", 520 метров после ООТ ""Лесное"", движение в сторону Калужского ш., Десеновское п-е, г. Москва";55.483818;37.34616;;;
Ленинский просп., напротив д.89/2, из центра, г. Москва;55.678115;37.530339;;;
ул.Косыгина, д.18, с.1, г. Москва;55.706414;37.556564;;;
МКАД, 39 км, внутренняя сторона, напротив д.14А по ул. Вильнюсская, г. Москва;55.594833;37.516408;;;
МКАД 40 км, внутренняя сторона, д.2А по проезду Одоевского, г. Москва;55.603231;37.501675;;;
ул.Академика Понтрягина, д.11, к.1, г. Москва;55.53563;37.499345;;;
МКАД 41 км, д.4, с.13, внешняя сторона, г. Москва;55.612259;37.490631;;;
Щелковское ш., д.10, г. Москва;55.804922;37.76259;;;
Мира просп., напротив вл.119 с.129 (территория АО ВДНХ), г. Москва;55.828768;37.625343;;;
Мира просп., вл.119 с.422 (территория АО ВДНХ), г. Москва;55.835638;37.625934;;;
Мира просп., напротив вл.119 с.592 (территория АО ВДНХ), г. Москва;55.828212;37.639516;;;
Щелковское ш., д.11, г. Москва;55.805134;37.76223;;;
МКАД 43 км, внешняя сторона, д.5, к.1 по ул.Академика Варги, г. Москва;55.628058;37.472191;;;
"МКАД 39 км, внешняя сторона, ООТ ""Малое Голубино"", г. Москва";55.598629;37.506947;;;
Ленинский просп., д.73/8, г. Москва;55.68887;37.547151;;;
Варшавское ш., напротив вл.179, с.1, из центра, г. Москва;55.551778;37.586804;;;
"МКАД 38 км, внутренняя сторона, ООТ ""Ясенево"", г. Москва";55.592977;37.523833;;;
Каширское ш., д.45, с.4, г. Москва;55.644257;37.675848;;;
Каширское ш., д.144, к.1, г. Москва;55.596986;37.724982;;;
Каширское ш., д.49, г. Москва;55.640738;37.685248;;;
Ленинский просп., напротив д.111, к.1, из центра, г. Москва;55.66204;37.506657;;;
Севастопольский просп., напротив д.95Б, из центра, г. Москва;55.636265;37.542848;;;
Калужское ш., 1 км 100 м перед МКАД, в центр, г. Москва;55.602209;37.484198;;;
ул.Судостроительная, д.39, г. Москва;55.684399;37.687037;;;
Варшавское ш., д.145, к.1, г. Москва;55.580529;37.597004;;;
Северо-Восточная хорда, д.38А, с.15 по ул.Лосиноостровская, г. Москва;55.823027;37.723116;;;
"а/д ""Калужское ш.-д.Яковлево"", ООТ ""Поворот на Яковлево"", движение в сторону Калужского ш., Десеновское п-е, г. Москва";55.484836;37.379988;;;
"а/д ""Калужское ш.-д.Яковлево"", ООТ ""Поворот на Яковлево"", движение от Калужского ш., Десеновское п-е, г. Москва";55.484734;37.381644;;;
"а/д ""Калужское ш.-д.Яковлево"", 470 метров после ООТ ""Поворот на Пыхчево"", движение от Калужского ш., Десеновское п-е, г. Москва";55.483882;37.340955;;;
"Проектируемый пр-д №7038, ООТ ""Проектируемый проезд №7038"", Сосенское п-е, г. Москва";55.60273;37.417779;;;
Международный пр-д, напротив вл.1, с.1, д.Саларьево, Московский п-е, г. Москва;55.611095;37.43522;;;
Ленинский просп., д.41/2, г. Москва;55.70628;37.578119;;;
"Ленинский просп., ООТ ""Площадь Гагарина"", в центр, г. Москва";55.70968;37.58432;;;
МКАД 49 км, внешняя сторона, д.2, с.1 по 1-му Дачно-Мещерскому проезду, г. Москва;55.669129;37.42666;;;
"Варшавское ш., ООТ ""Захарьинские Дворики"", в центр, г. Москва";55.503703;37.573266;;;
"Варшавское ш., 240 метров после ООТ ""Улица Маршала Савицкого"", в центр, г. Москва";55.509805;37.575147;;;
Можайское ш., 180 метров после МКАД, из центра, г. Москва;55.713275;37.382765;;;
"МКАД 37 км, внешняя сторона, 740 метров после ООТ ""Ясенево"", г. Москва";55.590004;37.534439;;;
МКАД 46 км, внешняя сторона, съезд 45, г. Москва;55.643511;37.453573;;;
"Калужское ш., ООТ ""Калужское шоссе"", из центра, Сосенское п-е, г. Москва";55.563392;37.446214;;;
Ленинский просп., д.8, к.7, г. Москва;55.724842;37.605173;;;
ТТК, внутренняя сторона, д.5, с.5 по ул.2-я Бауманская, г. Москва;55.764933;37.686186;;;
МКАД, 70км 270м, внешняя сторона, П-опора, г. Москва;55.856663;37.39613;;;
Комсомольская пл., д.2, г. Москва;55.775004;37.656085;;;
Брянский 2-Й пер., д.2 по площади Киевского вокзала, г. Москва;55.744209;37.564254;;;
ул.Авиаконструктора Микояна, дублер, д. 4 по Ходынскому бул., г. Москва;55.791598;37.528337;;;
Варшавское ш., д.87, г. Москва;55.653065;37.620077;;;
Староможайское ш., напротив д.3 по Славянскому бульвару, г. Москва;55.727882;37.472593;;;
Носовихинское ш., д.11, в центр, г. Москва;55.745367;37.861658;;;
ул.Сущевская, д.32, г. Москва;55.783738;37.601526;;;
Проектируемый проезд №80, напротив д.1А по ул.Тестовская, г. Москва;55.746296;37.534191;;;
Пресненская наб., напротив д.10, с.2, г. Москва;55.746212;37.534596;;;
Калужское ш., напротив д.9А, с. Красная Пахра, Краснопахорское п-е, г. Москва;55.428299;37.274949;;;
Садовое кольцо, внутренняя сторона, напротив д.3, с.1 по Б. Сухаревская пл., г. Москва;55.772386;37.634052;;;
Новинский бул., напротив д.8, г. Москва;55.752007;37.583496;;;
ул.Вяземская, напротив д. 4, г. Москва;55.714758;37.402937;;;
ул.Авиаконструктора Микояна, дублер, д.45Г, к.54 по Ленинградскому просп., г. Москва;55.791355;37.530626;;;
Комсомольская пл., д.3, г. Москва;55.775894;37.657007;;;
Комсомольская пл., д.5, г. Москва;55.776149;37.657798;;;
Носовихинское ш., напротив д.12 по ул.Котовского, г. Москва;55.746342;37.868243;;;
ул.Святоозерская, напротив д.8, г. Москва;55.713951;37.883796;;;
Спортивный проезд, напротив д.7/1, с.1 по ул.Краснодонская, г. Москва;55.683944;37.750971;;;
ул.Болотниковская, д.11, к.2, г. Москва;55.656338;37.609162;;;
ул.Кожевническая, напротив д.1, с.1, г. Москва;55.730997;37.640971;;;
ул.Привольная, д.70, г. Москва;55.678165;37.854834;;;
"МКАД 62 км, внутренняя сторона, 550 метров до ООТ ""Новорижское шоссе"", г. Москва";55.779278;37.370062;;;
МКАД 105 км, внешняя сторона, 300 метров до съезда 105А, г. Москва;55.80875;37.839752;;;
"МКАД 3 км, внутренняя сторона, ООТ ""Реутово"", г. Москва";55.753283;37.841998;;;
МКАД 80 км, внешняя сторона, напротив д.4, г. Москва;55.90262;37.519843;;;
МКАД 62 км, внешняя сторона, 540 метров до съезда 61, г. Москва;55.77772;37.36932;;;
МКАД 81 км, внутренняя сторона, напротив д.4А по ул. Вагоноремонтная, г. Москва;55.905931;37.530829;;;
МКАД 77 км, внешняя сторона, 490 метров после съезда 76, г. Москва;55.886302;37.478531;;;
МКАД 15 км, внешняя сторона, напротив д.10 по 14 км МКАД, г. Москва;55.64966;37.833942;;;
МКАД 48 км, внешняя сторона, вл.31, с.1 по МКАД 47 км, г. Москва;55.659671;37.434434;;;
МКАД 46 км, внешняя сторона, 475 метров до съезда 45, г. Москва;55.647768;37.448807;;;
ул.Нижегородская, д.25, г. Москва;55.737088;37.693808;;;
ул.Академика Королева, д.19, г. Москва;55.821451;37.606347;;;
ул.Черкизовская Б., д.5, к.1, г. Москва;55.797399;37.72181;;;
Можайское ш., д.9, г. Москва;55.721193;37.437114;;;
Пролетарский просп., д.37, г. Москва;55.632743;37.659724;;;
ул.Бакинская, д.23, г. Москва;55.618875;37.657518;;;
ул.Бакинская, д.10, г. Москва;55.625263;37.656782;;;
Варшавское ш., д.158, к.1, г. Москва;55.585143;37.597682;;;
ул.Обручева, д.6, г. Москва;55.660809;37.511892;;;
ул.Лобачевского, напротив д.44А, г. Москва;55.66939;37.49842;;;
ул.Лобачевского, напротив д.100, г. Москва;55.684216;37.479101;;;
ул.Люблинская, напротив д.179/1, г. Москва;55.644099;37.745887;;;
ул.Люблинская, д.59, г. Москва;55.686358;37.737325;;;
Ленинградское ш., д.23Д, г. Москва;55.824741;37.492854;;;
Ленинградское ш., д.41А, г. Москва;55.83912;37.481225;;;
"МКАД 7 км, внешняя сторона, ООТ ""7-й километр"", г. Москва";55.722585;37.839797;;;
МКАД 84 км, внутренняя сторона, напротив вл.30 по ул. Абрамцевская, г. Москва;55.910709;37.573122;;;
ул.Велозаводская, вл.5, с.48, г. Москва;55.715777;37.664682;;;
ул.Черкизовская Б., д.4, к.1, г. Москва;55.79609;37.716955;;;
ул.Черкизовская Б., д.20, к.1, г. Москва;55.798865;37.732482;;;
Алтуфьевское ш., д.96, г. Москва;55.901983;37.587255;;;
ул.Профсоюзная, д.94, г. Москва;55.648034;37.5306;;;
Северо-Восточная хорда, д.19А, с.4 по 1-й ул.Измайловского Зверинца, г. Москва;55.778446;37.744747;;;
Северо-Восточная хорда, напротив д.23 по Окружному проезду, г. Москва;55.780153;37.744179;;;
Мичуринский просп., д.80, г. Москва;55.672744;37.456216;;;
Звенигородское ш., д.9 по 3-му Силикатному проезду, на эстакаде, г. Москва;55.771196;37.501771;;;
"Проектируемый пр-д №7031, ООТ ""Летово"", Сосенское п-е, г. Москва";55.568607;37.399891;;;
Вернадского просп., д.7, в центр, г. Москва;55.695125;37.53899;;;
Энтузиастов ш., вл.33А, г. Москва;55.762606;37.773283;;;
ул.Молостовых, д.4, к.4, г. Москва;55.76408;37.832363;;;
Щелковское ш., д.87, к.1, дублер, г. Москва;55.811954;37.819565;;;
Щелковское ш., д.82, к.1, дублер, г. Москва;55.810855;37.815747;;;
Энтузиастов ш., д.80, к.1, г. Москва;55.765426;37.788896;;;
ул.Перовская, д.63, г. Москва;55.744975;37.799536;;;
съезд с СВХ на ш.Энтузиастов, д.29 по ш.Энтузиастов, г. Москва;55.757832;37.745492;;;
Буденного просп., д.51, к.1, г. Москва;55.760288;37.737403;;;
Косинское ш., пересечение с ул.Салтыковская, из центра, г. Москва;55.70895;37.877261;;;
Косинское ш., пересечение с ул.Салтыковская, в центр, г. Москва;55.70918;37.878886;;;
ул.Дорогомиловская Б., дублер, д.2 по Площади Киевского вокзала, г. Москва;55.744977;37.568207;;;
ул.Дорогомиловская Б., д.8, г. Москва;55.745816;37.56523;;;
Мичуринский просп., д.26, г. Москва;55.699611;37.501358;;;
Мичуринский просп., д.74, г. Москва;55.67768;37.464303;;;
ул.Молодогвардейская, д.57, с.12, г. Москва;55.733804;37.400985;;;
Аминьевское ш., д.22, г. Москва;55.715109;37.45309;;;
ул.Никулинская, д.33, к.2 по ул.Озёрная, г. Москва;55.671195;37.450739;;;
ул.Лобачевского, д.116, г. Москва;55.691553;37.470501;;;
Боровское ш., напротив д.20, г. Москва;55.648797;37.370628;;;
МКАД 46 км, внутренняя сторона, 730 метров после Ленинского проспекта, г. Москва;55.644649;37.452854;;;
Дмитровское ш., д.61, к.1, дублер, г. Москва;55.846585;37.567736;;;
ул.Лавочкина, д.56/23, г. Москва;55.86654;37.485217;;;
Алтуфьевское ш., д.24, г. Москва;55.861806;37.584532;;;
ул.Енисейская, д.20 по ул.Осташковская, г. Москва;55.88642;37.673558;;;
ул.Космонавтов, д.4, г. Москва;55.821006;37.647065;;;
Сигнальный проезд, д.16, с.4, г. Москва;55.851725;37.602081;;;
Алтуфьевское ш., дублер, 2-е пересечение с ул.Лескова, из центра, г. Москва;55.898174;37.587782;;;
ул.Лескова, напротив д.14, г. Москва;55.898311;37.604658;;;
ул.Полярная, д.48, г. Москва;55.887474;37.6451;;;
ул.Космонавтов, д.14, к.1, г. Москва;55.821081;37.655252;;;
ул.Аргуновская, д.11, по ул.Академика Королева, г. Москва;55.820836;37.620738;;;
ул.Плещеева, д.1А, г. Москва;55.883339;37.603412;;;
ул.Широкая, д.7 по Чермянскому проезду, г. Москва;55.889034;37.634473;;;
Пятницкое ш., д.6, г. Москва;55.836705;37.387751;;;
Пятницкое ш., д.15, к.1, г. Москва;55.84276;37.382387;;;
Пятницкое ш., д.16, из центра, г. Москва;55.842167;37.383979;;;
Пятницкое ш., вл.27, г. Москва;55.850402;37.366775;;;
Варшавское ш., пересечение с ул.Большая Бутовская, из центра, г. Москва;55.546172;37.584935;;;
ул.Адмирала Корнилова, д.19, с.5, Сосенское п-е, г. Москва;55.606576;37.459385;;;
ул.Пушкинская, д.2, г. Щербинка, г. Москва;55.510574;37.564685;;;
Госпитальный вал, д.5, с.1, г. Москва;55.773945;37.710658;;;
Комсомольский просп., д.19, в центр, г. Москва;55.728712;37.584616;;;
ул.Люблинская, д.33/2, к.1, в центр, г. Москва;55.698503;37.733304;;;
ул.Перерва, д.66/22, г. Москва;55.665963;37.76778;;;
Волгоградский просп., д.181, к.1, г. Москва;55.696605;37.806423;;;
Волгоградский просп., д.80/2, к.1, г. Москва;55.705551;37.763742;;;
Энтузиастов ш., д.22/18, г. Москва;55.751251;37.716456;;;
Марьинский бул., пересечение с ул.Люблинская, г. Москва;55.648721;37.74535;;;
ул.Люблинская, д.107/10, г. Москва;55.683119;37.737999;;;
ул.Юных Ленинцев, д.52, с.2, г. Москва;55.700287;37.76383;;;
ул.Красноказарменная, напротив д.6, г. Москва;55.758878;37.694971;;;
ул.Поречная, д.1/179, г. Москва;55.643794;37.748459;;;
ул.Бакинская, напротив д.17, г. Москва;55.62028;37.656844;;;
ул.Бакинская, д.6, г. Москва;55.626313;37.656771;;;
"МКАД 29 км, внешняя сторона, 740 метров до ООТ ""5-й микрорайон Загорья"", г. Москва";55.57232;37.658364;;;
Нахимовский просп., д.45, г. Москва;55.675189;37.570453;;;
ул.Профсоюзная, д.21/51, в центр, г. Москва;55.677398;37.562467;;;
ул.Профсоюзная, д.41, г. Москва;55.670246;37.55485;;;
"МКАД 37 км, внутренняя сторона, 150 метров после ООТ ""Зона отдыха Битца"", г. Москва";55.588091;37.543378;;;
ул.Академика Глушко, д.22 по ул.Куликовская, г. Москва;55.56655;37.559834;;;
ул.Введенского, д.5, к.1, г. Москва;55.645414;37.543823;;;
ул.Профсоюзная, д.69, г. Москва;55.64972;37.532833;;;
ул.Миклухо-Маклая, д.25, г. Москва;55.647898;37.513981;;;
"ул.Лобачевского, напротив ООТ ""Храм"", г. Москва";55.687419;37.475889;;;
ул.Снежная, д.25, г. Москва;55.855533;37.653133;;;
ул.Маршала Соколовского, д.18 по ул.Маршала Бирюзова, г. Москва;55.794868;37.491287;;;
Комсомольская пл., д.5, г. Москва;55.77628;37.65816;;;
Варшавское ш., д.31, г. Москва;55.692695;37.621732;;;
Зеленый просп., д.27, к.1, в центр, г. Москва;55.751652;37.788043;;;
МКАД 90 км, внутренняя сторона, д.12А, г. Москва;55.895368;37.663232;;;
"МКАД 93 км, внутренняя сторона, 275 метров после ООТ ""Поворот на Мытищи"", г. Москва";55.88845;37.713369;;;
МКАД 102 км, внутренняя сторона, 350 метров до съезда 102, в центр, г. Москва;55.832973;37.821531;;;
МКАД 97 км, внешняя сторона, 2 км 830 метров до съезда на Ярославское ш., в область, г. Москва;55.863384;37.763543;;;
МКАД 96 км, внешняя сторона, 1 км 600 метров до съезда на Ярославское ш., в область, г. Москва;55.870886;37.748945;;;
МКАД 104 км, внутренняя сторона, д.6 по 103 км МКАД, г. Москва;55.82164;37.836697;;;
"МКАД 107 км, внутренняя сторона, 720 метров после ООТ ""Микрорайон 1 Мая"", г. Москва";55.79641;37.840154;;;
МКАД 71 км, внутренняя сторона, напротив с.16, г. Москва;55.860491;37.398993;;;
"МКАД 70 км, внутренняя сторона, 50 метров до ООТ ""Улица Саломеи Нерис"", г. Москва";55.849285;37.392798;;;
ул.Кожевническая, д.1, с.1, г. Москва;55.730549;37.641619;;;
ул.Люблинская, Братеевский мост, в центр, г. Москва;55.639499;37.748162;;;
МКАД 29 км, внутренняя сторона, 280 метров до съезда 30А, г. Москва;55.572588;37.658407;;;
ул.Профсоюзная, напротив д.156, к.1, г. Москва;55.614789;37.499298;;;
Андропова просп., Нагатинский мост, в центр, г. Москва;55.685771;37.665294;;;
МКАД 59 км, внутренняя сторона, 120 метров после съезда 58, из центра, г. Москва;55.757845;37.369419;;;
Андропова просп., Нагатинский мост, из центра, г. Москва;55.686734;37.665004;;;
Мира просп., д.135, г. Москва;55.83356;37.654179;;;
Ярославское ш., д.30, дублер, г. Москва;55.861757;37.694805;;;
Ярославское ш., д.118, к.4, дублер, г. Москва;55.869353;37.710463;;;
"Энтузиастов ш., 400 метров до ООТ "" Дом ветеранов сцены"", в центр, г. Москва";55.769102;37.805904;;;
"Энтузиастов ш., 400 метров после ООТ "" Дом ветеранов сцены"", из центра, г. Москва";55.768948;37.806761;;;
Энтузиастов ш., д.100, к.3, г. Москва;55.77452;37.83298;;;
"МКАД 98 км, внешняя сторона, 3 км 100 метров до ООТ ""Ярославское шоссе"", г. Москва";55.860131;37.769877;;;
МКАД 99 км, внешняя сторона, 4 км 210 метров до съезда 94, г. Москва;55.855069;37.779677;;;
"МКАД 99 км, внешняя сторона, 4 км 580 метров до ООТ ""Ярославское шоссе"", г. Москва";55.851332;37.787044;;;
МКАД 100 км, внешняя сторона, 2 км 310 метров после съезда 102, г. Москва;55.844703;37.799825;;;
МКАД 100 км, внешняя сторона, 5 км 200 метров до съезда на Ярославское ш. в область, г. Москва;55.849028;37.791356;;;
МКАД 101 км, внешняя сторона, 1 км 770 метров после съезда 102, г. Москва;55.84125;37.806527;;;
"МКАД 101 км, внешняя сторона, 5 км 950 метров до ООТ ""Ярославское шоссе"", г. Москва";55.839444;37.81003;;;
Маршала Жукова просп., Живописный мост, напротив д.30, с.3 по ул. Крылатская, в центр, г. Москва;55.774073;37.438852;;;
Маршала Жукова просп., Живописный мост, напротив д.30, с.2 по ул. Крылатская, из центра, г. Москва;55.774481;37.439734;;;
Зацепский вал, д.1А, с.1 по Павелецкой площади, г. Москва;55.731243;37.638198;;;
Маршала Жукова просп., напротив д.72, в центр, г. Москва;55.778923;37.452898;;;
ул.Нижегородская, д.2, к.2, г. Москва;55.738607;37.676414;;;
ул.Нижегородская, д.24, г. Москва;55.737589;37.685801;;;
Волгоградский просп., д.32, к.1, г. Москва;55.724695;37.688897;;;
Вокзальная пл., вл.2, с.1 по ул.2-й Рейсовой, п. Внуково, г. Москва;55.604921;37.292368;;;
Мичуринский просп., напротив д.20, г. Москва;55.701508;37.505076;;;
Вокзальная пл., д.49, по ул.Синельниковская, г. Москва;55.54177;37.572212;;;
ул.Юшуньская Б., д.4, г. Москва;55.650721;37.594766;;;
ул.Никулинская, д.47А, с.5, по ул.Большая Очаковская, г. Москва;55.674546;37.440635;;;
ул.Вешняковская, д.18А, г. Москва;55.72423;37.826882;;;
ул.Автозаводская, д.18, г. Москва;55.704028;37.642347;;;
ул.Народного Ополчения, д.43, к.1, г. Москва;55.791942;37.49042;;;
ул.Гришина, д.28 по Можайскому ш., г. Москва;55.719897;37.421173;;;
ул.Якиманка Б., д.24, г. Москва;55.737527;37.61451;;;
ул.Нововатутинская 6-Я, д.1, Десеновское п-е, г. Москва;55.514964;37.35117;;;
Земляной вал, д.33, г. Москва;55.756567;37.657869;;;
ул.Тверская, д.7, г. Москва;55.759124;37.611707;;;
Новоспасский мост, д.1/2 по Дербеневской наб., г. Москва;55.728505;37.653587;;;
Садовое кольцо, внешняя сторона, ул. Земляной Вал, д.41, с.1, г. Москва;55.754684;37.657265;;;
МКАД 80 км, внешняя сторона, напротив д.20, с.2 по ул.Лобненская, г. Москва;55.900355;37.514718;;;
МКАД 79 км, внешняя сторона, вл.4, г. Москва;55.895373;37.503529;;;
Сайкинский путепровод, напротив д.19, к.1 по 1-му Кожуховскому проезду, г. Москва, г. Москва;55.709163;37.666751;;;
Ленинградское ш., д.71, г. Москва;55.87513;37.45251;;;
Ленинградское ш., д.58/1, Головинская эстакада, из центра, г. Москва;55.839669;37.481445;;;
Госпитальный вал, д.1-3, с.1, г. Москва;55.766946;37.697304;;;
Волоколамское ш., д.15/22, г. Москва;55.808829;37.494851;;;
Дмитровское ш., д.49, к.1, г. Москва;55.841298;37.569953;;;
Энтузиастов бул., д.2, г. Москва;55.746651;37.683262;;;
ул.Сергия Радонежского, д.2, г. Москва;55.746546;37.671041;;;
Новоспасский проезд, д.24 по ул.Крутицкий вал, г. Москва;55.729133;37.66195;;;
ул.Велозаводская, д.2, к.2, г. Москва;55.715956;37.664097;;;
Анадырский проезд, д.17, г. Москва;55.863523;37.682146;;;
Кутузовский просп., д.3 по пл.Победы, г. Москва;55.733601;37.502875;;;
Кутузовский просп., д.4/2, г. Москва;55.749342;37.562012;;;
Можайское ш., д.50, дублер, г. Москва;55.716873;37.404809;;;
Кронштадтский бул., напротив д.3 по Головинскому ш., г. Москва;55.840468;37.489422;;;
ул.Маршала Бирюзова, д.10, к.1, г. Москва;55.79264;37.495449;;;
ул.Уральская, д.3, г. Москва;55.812516;37.798302;;;
Комсомольская пл., д.1, с.1, г. Москва;55.77544;37.654624;;;
ул.Хованская, напротив д.6, г. Москва;55.827181;37.621634;;;
Украинский бул., д.2/1, к.1А по Кутузовскому просп., г. Москва;55.750332;37.564155;;;
ул.Тестовская, д.10, с.2 по Пресненской наб., г. Москва;55.747909;37.533489;;;
ул.Ярцевская, д.36, к.1, г. Москва;55.743006;37.419792;;;
Ленинский просп., д.18, г. Москва;55.718054;37.595125;;;
Мичуринский просп., напротив д.22, к.1, г. Москва;55.700706;37.503759;;;
Кутузовский просп., д.30, г. Москва;55.740992;37.536912;;;
Комсомольская пл., напротив д.2, г. Москва;55.774485;37.654296;;;
Боровское ш., вход на ст. м. Рассказовка, дублер, г. Москва;55.63335;37.333996;;;
Ломоносовский просп., д.29, к.3, г. Москва;55.704727;37.515774;;;
Боровское ш., напротив д.2 по ул.Базовая, дублер, г. Москва;55.61362;37.262044;;;
Волгоградский просп., д.18, с.1, г. Москва;55.728803;37.677181;;;
Севастопольский просп., напротив д.24А, г. Москва;55.667429;37.582874;;;
Лихачева просп., д.1, к.1 по наб.Марка Шагала, г. Москва;55.700993;37.629474;;;
Комсомольская пл., д.2А, г. Москва;55.775321;37.657158;;;
Ленинградское ш., д.92/1, г. Москва;55.853843;37.471541;;;
Ореховый бул., д.15А, дублер, г. Москва;55.61193;37.720843;;;
Протопоповский пер., д.39, с.2 по просп. Мира, г. Москва;55.780889;37.631761;;;
Маршала Жукова просп., д.17, с.8 по ул.Крылатской, г. Москва;55.772221;37.420348;;;
"Щелковское ш., д.1, с.5, вокзал ""Восточный"", г. Москва";55.803355;37.747052;;;
Волгоградский просп., д.117, к.1, дублер, г. Москва;55.705905;37.762965;;;
Варшавское ш., д.33, с.12, г. Москва;55.691022;37.621964;;;
ул.Авиаконструктора Микояна, напротив д.12, г. Москва;55.792519;37.528965;;;
ул.Миклухо-Маклая, д.87/49 по ул.Профсоюзная, г. Москва;55.642438;37.527183;;;
ул.Миклухо-Маклая, д.39, к.1, г. Москва;55.644636;37.52154;;;
Главная аллея, 880 метров до ш.Энтузиастов, г. Москва;55.769677;37.767226;;;
Измайловское ш., напротив д.73Б, с.1, г. Москва;55.788109;37.755681;;;
Павелецкая наб., напротив д.8, с.6, г. Москва;55.708664;37.646783;;;
Щелковское ш., д.85, к.1, дублер, г. Москва;55.811672;37.817466;;;
Щелковское ш., д.15, дублер, г. Москва;55.806469;37.766393;;;
Главная аллея, д.11, г. Москва;55.779679;37.764539;;;
Энтузиастов ш., напротив д.84/1, с.6, в центр, г. Москва;55.766108;37.790622;;;
ул.Михельсона, д.33, г. Москва;55.70109;37.863719;;;
Георгиевский просп., к.1620, г. Зеленоград, г. Москва;55.970227;37.155799;;;
